Gene model,E-value
SymbC1.scaffold4150.3,3.19E-94
SymbC1.scaffold4150.5,1.59E-25
SymbC1.scaffold4153.1,1.03E-49
SymbC1.scaffold4153.2,3.16E-180
SymbC1.scaffold4154.2,2.13E-54
SymbC1.scaffold4155.2,0
SymbC1.scaffold4156.1,1.19E-14
SymbC1.scaffold4158.6,1.13E-130
SymbC1.scaffold416.10,3.40E-38
SymbC1.scaffold416.3,1.75E-32
SymbC1.scaffold416.4,2.10E-10
SymbC1.scaffold416.5,5.81E-86
SymbC1.scaffold416.6,1.77E-16
SymbC1.scaffold416.8,1.58E-14
SymbC1.scaffold416.9,5.06E-22
SymbC1.scaffold4160.1,0
SymbC1.scaffold4160.2,2.69E-06
SymbC1.scaffold4161.1,6.83E-07
SymbC1.scaffold4163.1,7.31E-30
SymbC1.scaffold4163.2,5.22E-10
SymbC1.scaffold4163.3,1.57E-49
SymbC1.scaffold4165.1,1.16E-175
SymbC1.scaffold4165.2,6.27E-115
SymbC1.scaffold4165.4,1.72E-89
SymbC1.scaffold4166.1,1.17E-18
SymbC1.scaffold4166.2,4.05E-22
SymbC1.scaffold4166.3,1.71E-27
SymbC1.scaffold4166.4,1.68E-70
SymbC1.scaffold4166.5,4.29E-22
SymbC1.scaffold4166.6,7.96E-34
SymbC1.scaffold4167.2,4.59E-10
SymbC1.scaffold4167.3,1.21E-65
SymbC1.scaffold4168.1,2.48E-13
SymbC1.scaffold4168.2,2.74E-07
SymbC1.scaffold4168.3,1.54E-117
SymbC1.scaffold4168.4,6.81E-10
SymbC1.scaffold4169.1,2.58E-31
SymbC1.scaffold417.10,2.79E-51
SymbC1.scaffold417.11,5.58E-29
SymbC1.scaffold417.12,8.08E-87
SymbC1.scaffold417.13,2.21E-28
SymbC1.scaffold417.2,3.86E-170
SymbC1.scaffold417.3,5.56E-20
SymbC1.scaffold417.4,3.58E-65
SymbC1.scaffold417.5,2.38E-65
SymbC1.scaffold417.6,3.24E-78
SymbC1.scaffold417.8,6.51E-18
SymbC1.scaffold417.9,1.35E-09
SymbC1.scaffold4170.1,9.63E-168
SymbC1.scaffold4170.2,1.36E-27
SymbC1.scaffold4171.3,9.22E-25
SymbC1.scaffold4171.5,4.77E-33
SymbC1.scaffold4172.1,6.16E-08
SymbC1.scaffold4173.1,1.77E-25
SymbC1.scaffold4173.2,2.68E-08
SymbC1.scaffold4174.1,9.48E-20
SymbC1.scaffold4175.2,4.17E-14
SymbC1.scaffold4175.3,4.69E-79
SymbC1.scaffold4176.1,1.69E-22
SymbC1.scaffold4176.2,1.73E-07
SymbC1.scaffold4176.3,1.45E-33
SymbC1.scaffold4178.2,2.30E-30
SymbC1.scaffold4178.4,0
SymbC1.scaffold4178.5,1.04E-38
SymbC1.scaffold4178.6,4.76E-13
SymbC1.scaffold418.1,2.37E-14
SymbC1.scaffold418.10,1.97E-49
SymbC1.scaffold418.11,1.02E-18
SymbC1.scaffold418.12,2.58E-47
SymbC1.scaffold418.14,1.63E-34
SymbC1.scaffold418.15,1.06E-08
SymbC1.scaffold418.5,1.45E-52
SymbC1.scaffold418.8,5.00E-66
SymbC1.scaffold418.9,1.24E-39
SymbC1.scaffold4180.1,4.47E-30
SymbC1.scaffold4182.1,1.04E-44
SymbC1.scaffold4182.3,8.55E-14
SymbC1.scaffold4182.6,8.60E-50
SymbC1.scaffold4182.7,2.48E-44
SymbC1.scaffold4183.1,4.00E-142
SymbC1.scaffold4183.3,1.03E-14
SymbC1.scaffold4183.6,5.71E-56
SymbC1.scaffold4184.1,9.34E-31
SymbC1.scaffold4184.3,1.26E-10
SymbC1.scaffold4184.5,1.61E-16
SymbC1.scaffold4184.6,8.89E-10
SymbC1.scaffold4185.1,1.39E-48
SymbC1.scaffold4185.2,6.17E-52
SymbC1.scaffold4185.3,9.30E-95
SymbC1.scaffold4185.5,1.06E-38
SymbC1.scaffold4185.6,1.84E-31
SymbC1.scaffold4186.1,6.37E-14
SymbC1.scaffold4186.2,2.52E-16
SymbC1.scaffold4188.3,5.34E-22
SymbC1.scaffold4188.4,4.51E-17
SymbC1.scaffold4188.5,2.07E-132
SymbC1.scaffold419.1,1.43E-36
SymbC1.scaffold419.2,1.41E-134
SymbC1.scaffold419.4,1.99E-36
SymbC1.scaffold419.5,1.91E-74
SymbC1.scaffold419.6,4.76E-27
SymbC1.scaffold4192.1,4.31E-14
SymbC1.scaffold4192.3,1.52E-08
SymbC1.scaffold4192.5,1.89E-85
SymbC1.scaffold4192.7,6.37E-07
SymbC1.scaffold4192.8,7.10E-177
SymbC1.scaffold4193.1,4.56E-07
SymbC1.scaffold4194.1,6.33E-07
SymbC1.scaffold4194.2,3.39E-79
SymbC1.scaffold4194.4,8.80E-11
SymbC1.scaffold4196.1,3.04E-63
SymbC1.scaffold4197.1,5.81E-113
SymbC1.scaffold4197.2,1.06E-28
SymbC1.scaffold4199.1,3.06E-14
SymbC1.scaffold4199.3,2.90E-155
SymbC1.scaffold4199.4,3.98E-180
SymbC1.scaffold4199.5,2.16E-22
SymbC1.scaffold4199.6,3.62E-61
SymbC1.scaffold4199.7,9.38E-27
SymbC1.scaffold42.1,2.70E-38
SymbC1.scaffold42.3,2.06E-16
SymbC1.scaffold42.4,7.67E-87
SymbC1.scaffold42.5,1.63E-11
SymbC1.scaffold42.6,2.28E-06
SymbC1.scaffold42.8,2.74E-80
SymbC1.scaffold42.9,9.19E-06
SymbC1.scaffold420.1,2.24E-37
SymbC1.scaffold420.2,3.92E-20
SymbC1.scaffold4200.1,1.11E-76
SymbC1.scaffold4200.2,2.67E-24
SymbC1.scaffold4200.3,9.76E-39
SymbC1.scaffold4200.4,3.35E-06
SymbC1.scaffold4201.6,4.21E-16
SymbC1.scaffold4202.1,2.41E-19
SymbC1.scaffold4202.2,6.28E-66
SymbC1.scaffold4203.1,2.73E-109
SymbC1.scaffold4203.2,1.34E-95
SymbC1.scaffold4204.1,2.70E-17
SymbC1.scaffold4204.3,5.63E-08
SymbC1.scaffold4205.1,1.67E-13
SymbC1.scaffold4205.2,6.63E-21
SymbC1.scaffold4205.3,2.72E-122
SymbC1.scaffold4205.4,1.38E-43
SymbC1.scaffold4205.5,4.05E-48
SymbC1.scaffold4206.1,1.61E-19
SymbC1.scaffold4206.2,2.44E-17
SymbC1.scaffold4207.1,1.91E-57
SymbC1.scaffold4208.1,1.08E-13
SymbC1.scaffold4209.1,5.18E-72
SymbC1.scaffold421.1,3.31E-169
SymbC1.scaffold421.2,3.50E-43
SymbC1.scaffold421.5,1.79E-178
SymbC1.scaffold421.6,4.09E-63
SymbC1.scaffold421.7,8.91E-45
SymbC1.scaffold4210.1,6.81E-10
SymbC1.scaffold4210.2,3.36E-09
SymbC1.scaffold4210.3,1.31E-21
SymbC1.scaffold4210.4,1.62E-13
SymbC1.scaffold4211.1,6.58E-83
SymbC1.scaffold4213.1,4.02E-12
SymbC1.scaffold4215.1,9.45E-147
SymbC1.scaffold4216.1,6.44E-21
SymbC1.scaffold4216.2,1.41E-27
SymbC1.scaffold4217.1,4.17E-83
SymbC1.scaffold4217.2,3.27E-98
SymbC1.scaffold4218.1,0
SymbC1.scaffold4218.2,5.58E-18
SymbC1.scaffold4218.3,3.52E-25
SymbC1.scaffold4218.6,8.20E-07
SymbC1.scaffold4219.1,1.38E-16
SymbC1.scaffold422.2,2.98E-39
SymbC1.scaffold422.3,5.76E-06
SymbC1.scaffold422.5,6.46E-09
SymbC1.scaffold4221.2,1.35E-29
SymbC1.scaffold4221.3,2.63E-70
SymbC1.scaffold4221.4,1.46E-25
SymbC1.scaffold4222.1,1.27E-09
SymbC1.scaffold4223.1,3.65E-111
SymbC1.scaffold4223.2,3.34E-31
SymbC1.scaffold4224.1,5.07E-09
SymbC1.scaffold4224.10,1.12E-51
SymbC1.scaffold4224.8,3.46E-26
SymbC1.scaffold4224.9,6.72E-27
SymbC1.scaffold4225.1,5.04E-07
SymbC1.scaffold4226.1,1.84E-122
SymbC1.scaffold4226.2,3.58E-170
SymbC1.scaffold4228.3,3.87E-22
SymbC1.scaffold4228.4,2.03E-08
SymbC1.scaffold4229.1,8.81E-50
SymbC1.scaffold4229.2,1.38E-73
SymbC1.scaffold423.1,3.47E-08
SymbC1.scaffold423.2,1.64E-12
SymbC1.scaffold4230.1,2.82E-72
SymbC1.scaffold4231.2,1.71E-13
SymbC1.scaffold4231.3,2.85E-08
SymbC1.scaffold4231.4,3.87E-46
SymbC1.scaffold4231.5,2.04E-11
SymbC1.scaffold4231.6,1.01E-06
SymbC1.scaffold4233.1,2.99E-84
SymbC1.scaffold4233.2,1.50E-07
SymbC1.scaffold4233.3,9.48E-14
SymbC1.scaffold4234.1,0
SymbC1.scaffold4235.1,1.78E-56
SymbC1.scaffold4236.1,6.28E-30
SymbC1.scaffold4237.1,2.06E-35
SymbC1.scaffold4237.2,5.49E-23
SymbC1.scaffold4237.3,1.07E-79
SymbC1.scaffold4239.1,1.40E-77
SymbC1.scaffold4239.2,1.58E-13
SymbC1.scaffold4239.3,1.17E-108
SymbC1.scaffold424.1,2.56E-29
SymbC1.scaffold424.3,1.09E-14
SymbC1.scaffold424.4,7.66E-40
SymbC1.scaffold4240.1,4.66E-39
SymbC1.scaffold4241.1,8.59E-10
SymbC1.scaffold4242.1,7.34E-28
SymbC1.scaffold4242.2,2.28E-08
SymbC1.scaffold4242.3,2.58E-51
SymbC1.scaffold4242.4,6.43E-14
SymbC1.scaffold4242.5,2.05E-19
SymbC1.scaffold4243.1,2.11E-57
SymbC1.scaffold4244.7,4.78E-75
SymbC1.scaffold4245.1,9.08E-13
SymbC1.scaffold4246.1,1.07E-43
SymbC1.scaffold4246.2,3.95E-27
SymbC1.scaffold4246.3,2.58E-23
SymbC1.scaffold4247.1,1.34E-20
SymbC1.scaffold4247.2,0
SymbC1.scaffold425.1,9.78E-33
SymbC1.scaffold425.2,3.19E-06
SymbC1.scaffold425.5,1.57E-179
SymbC1.scaffold4251.1,2.16E-16
SymbC1.scaffold4251.2,1.31E-42
SymbC1.scaffold4252.1,2.24E-95
SymbC1.scaffold4252.2,3.83E-13
SymbC1.scaffold4252.4,2.90E-09
SymbC1.scaffold4253.1,7.11E-90
SymbC1.scaffold4253.2,9.88E-07
SymbC1.scaffold4253.3,2.77E-54
SymbC1.scaffold4253.4,1.07E-18
SymbC1.scaffold4253.5,1.32E-20
SymbC1.scaffold4254.1,4.99E-105
SymbC1.scaffold4254.2,9.38E-68
SymbC1.scaffold4254.3,1.19E-146
SymbC1.scaffold4254.4,0
SymbC1.scaffold4254.6,1.18E-06
SymbC1.scaffold4255.1,1.60E-53
SymbC1.scaffold4256.1,2.56E-13
SymbC1.scaffold4257.1,2.86E-154
SymbC1.scaffold4257.2,6.76E-21
SymbC1.scaffold4257.4,1.68E-54
SymbC1.scaffold426.1,1.07E-73
SymbC1.scaffold426.10,2.25E-15
SymbC1.scaffold426.12,5.55E-19
SymbC1.scaffold426.2,0
SymbC1.scaffold426.3,4.80E-14
SymbC1.scaffold426.4,1.00E-90
SymbC1.scaffold426.6,2.25E-11
SymbC1.scaffold426.8,3.48E-24
SymbC1.scaffold426.9,5.42E-17
SymbC1.scaffold4260.1,7.49E-27
SymbC1.scaffold4260.3,4.60E-34
SymbC1.scaffold4260.4,4.90E-07
SymbC1.scaffold4260.5,2.87E-11
SymbC1.scaffold4260.6,2.97E-06
SymbC1.scaffold4262.1,5.62E-24
SymbC1.scaffold4262.2,4.04E-82
SymbC1.scaffold4263.1,2.94E-14
SymbC1.scaffold4263.4,7.37E-34
SymbC1.scaffold4264.1,5.80E-100
SymbC1.scaffold4264.2,7.15E-11
SymbC1.scaffold4264.5,7.61E-112
SymbC1.scaffold4264.7,1.88E-13
SymbC1.scaffold4265.1,1.23E-06
SymbC1.scaffold4265.2,1.98E-24
SymbC1.scaffold4265.3,1.03E-31
SymbC1.scaffold4265.5,6.01E-08
SymbC1.scaffold4267.2,7.75E-16
SymbC1.scaffold427.1,7.30E-99
SymbC1.scaffold4270.1,3.69E-18
SymbC1.scaffold4270.2,9.69E-76
SymbC1.scaffold4270.4,8.41E-122
SymbC1.scaffold4271.1,7.70E-67
SymbC1.scaffold4271.2,2.13E-76
SymbC1.scaffold4271.4,1.35E-23
SymbC1.scaffold4273.12,0
SymbC1.scaffold4273.15,1.09E-58
SymbC1.scaffold4273.17,2.94E-178
SymbC1.scaffold4273.20,0
SymbC1.scaffold4273.23,1.61E-111
SymbC1.scaffold4273.26,0
SymbC1.scaffold4273.27,1.76E-89
SymbC1.scaffold4273.3,2.25E-21
SymbC1.scaffold4273.31,2.44E-176
SymbC1.scaffold4273.4,1.99E-19
SymbC1.scaffold4273.6,3.44E-98
SymbC1.scaffold4275.7,1.45E-27
SymbC1.scaffold4275.9,3.41E-13
SymbC1.scaffold4276.1,8.24E-09
SymbC1.scaffold4276.2,1.12E-33
SymbC1.scaffold4276.3,1.12E-23
SymbC1.scaffold4276.4,4.60E-09
SymbC1.scaffold4276.5,1.35E-49
SymbC1.scaffold4276.6,1.60E-16
SymbC1.scaffold4277.1,2.50E-39
SymbC1.scaffold4277.4,1.81E-25
SymbC1.scaffold4278.2,1.40E-29
SymbC1.scaffold4278.3,5.38E-12
SymbC1.scaffold428.1,0
SymbC1.scaffold4280.5,1.97E-28
SymbC1.scaffold4281.1,2.44E-09
SymbC1.scaffold4281.2,8.39E-73
SymbC1.scaffold4282.2,4.23E-168
SymbC1.scaffold4283.1,1.05E-06
SymbC1.scaffold4284.1,2.76E-20
SymbC1.scaffold4284.2,8.05E-21
SymbC1.scaffold4284.3,9.81E-11
SymbC1.scaffold4285.5,1.27E-85
SymbC1.scaffold4285.6,3.90E-26
SymbC1.scaffold4285.7,1.75E-44
SymbC1.scaffold4287.1,2.80E-15
SymbC1.scaffold4288.1,6.63E-21
SymbC1.scaffold4288.2,3.02E-46
SymbC1.scaffold4288.3,3.56E-12
SymbC1.scaffold4289.1,7.24E-64
SymbC1.scaffold429.1,3.33E-20
SymbC1.scaffold429.11,1.65E-11
SymbC1.scaffold429.12,4.03E-12
SymbC1.scaffold429.13,6.63E-97
SymbC1.scaffold429.3,1.57E-102
SymbC1.scaffold429.4,1.24E-30
SymbC1.scaffold429.5,9.82E-91
SymbC1.scaffold429.6,9.66E-06
SymbC1.scaffold429.7,4.85E-07
SymbC1.scaffold429.8,2.49E-20
SymbC1.scaffold429.9,5.69E-101
SymbC1.scaffold4290.2,6.22E-21
SymbC1.scaffold4290.5,1.69E-09
SymbC1.scaffold4291.1,7.54E-42
SymbC1.scaffold4291.2,8.49E-10
SymbC1.scaffold4293.1,9.08E-108
SymbC1.scaffold4293.2,4.51E-30
SymbC1.scaffold4293.3,4.34E-32
SymbC1.scaffold4293.4,9.10E-25
SymbC1.scaffold4293.5,1.11E-07
SymbC1.scaffold4293.6,9.55E-21
SymbC1.scaffold4294.1,3.18E-30
SymbC1.scaffold4294.2,2.13E-133
SymbC1.scaffold4294.3,8.89E-64
SymbC1.scaffold4294.6,2.14E-08
SymbC1.scaffold4295.3,2.21E-09
SymbC1.scaffold4295.4,7.07E-09
SymbC1.scaffold4297.1,4.35E-155
SymbC1.scaffold4297.2,1.74E-73
SymbC1.scaffold4297.3,0
SymbC1.scaffold4297.5,7.75E-25
SymbC1.scaffold4297.6,1.25E-173
SymbC1.scaffold4298.1,7.92E-121
SymbC1.scaffold4299.1,2.60E-06
SymbC1.scaffold4299.3,3.13E-09
SymbC1.scaffold43.1,9.96E-27
SymbC1.scaffold43.10,4.87E-09
SymbC1.scaffold43.11,1.37E-09
SymbC1.scaffold43.12,1.10E-16
SymbC1.scaffold43.2,1.73E-31
SymbC1.scaffold43.3,3.80E-06
SymbC1.scaffold43.4,1.11E-124
SymbC1.scaffold43.5,0
SymbC1.scaffold43.6,1.45E-16
SymbC1.scaffold43.7,3.83E-06
SymbC1.scaffold43.8,1.07E-72
SymbC1.scaffold430.1,1.70E-70
SymbC1.scaffold430.3,5.21E-35
SymbC1.scaffold430.6,9.48E-13
SymbC1.scaffold4300.3,2.50E-10
SymbC1.scaffold4302.1,1.95E-20
SymbC1.scaffold4302.2,4.94E-18
SymbC1.scaffold4304.1,3.06E-36
SymbC1.scaffold4304.2,2.21E-48
SymbC1.scaffold4305.1,1.78E-11
SymbC1.scaffold4307.2,1.46E-18
SymbC1.scaffold4307.3,1.57E-09
SymbC1.scaffold4307.4,7.43E-27
SymbC1.scaffold4307.5,3.42E-13
SymbC1.scaffold4308.2,8.16E-89
SymbC1.scaffold431.1,7.28E-65
SymbC1.scaffold431.2,3.01E-35
SymbC1.scaffold4311.1,5.65E-18
SymbC1.scaffold4311.2,5.00E-66
SymbC1.scaffold4312.1,1.43E-99
SymbC1.scaffold4312.2,4.10E-16
SymbC1.scaffold4316.1,0
SymbC1.scaffold4316.2,3.01E-16
SymbC1.scaffold4316.3,3.07E-47
SymbC1.scaffold4316.4,2.00E-89
SymbC1.scaffold4318.2,4.76E-12
SymbC1.scaffold4318.3,3.21E-158
SymbC1.scaffold4318.4,4.02E-28
SymbC1.scaffold4319.1,0
SymbC1.scaffold4319.2,3.45E-68
SymbC1.scaffold432.1,7.88E-41
SymbC1.scaffold432.2,1.18E-20
SymbC1.scaffold432.5,2.41E-13
SymbC1.scaffold4320.2,3.25E-76
SymbC1.scaffold4320.3,8.31E-18
SymbC1.scaffold4320.4,0
SymbC1.scaffold4321.1,7.11E-12
SymbC1.scaffold4321.3,1.64E-47
SymbC1.scaffold4322.1,7.48E-40
SymbC1.scaffold4323.1,1.00E-21
SymbC1.scaffold4323.4,1.26E-11
SymbC1.scaffold4324.4,2.74E-09
SymbC1.scaffold4325.1,3.68E-24
SymbC1.scaffold4325.2,0
SymbC1.scaffold4326.1,1.91E-84
SymbC1.scaffold4326.2,1.86E-14
SymbC1.scaffold4327.2,0
SymbC1.scaffold4327.3,1.41E-21
SymbC1.scaffold4329.1,1.01E-09
SymbC1.scaffold4329.2,4.89E-75
SymbC1.scaffold433.1,1.04E-06
SymbC1.scaffold433.10,2.35E-88
SymbC1.scaffold433.11,1.15E-63
SymbC1.scaffold433.2,2.94E-09
SymbC1.scaffold433.3,6.08E-06
SymbC1.scaffold433.5,5.36E-64
SymbC1.scaffold433.7,3.91E-55
SymbC1.scaffold4330.1,0
SymbC1.scaffold4331.1,2.16E-34
SymbC1.scaffold4333.1,1.98E-63
SymbC1.scaffold4334.1,1.14E-84
SymbC1.scaffold4334.2,2.39E-108
SymbC1.scaffold4336.1,8.94E-82
SymbC1.scaffold4336.10,6.25E-35
SymbC1.scaffold4336.12,5.42E-70
SymbC1.scaffold4336.13,2.93E-45
SymbC1.scaffold4336.4,1.64E-61
SymbC1.scaffold4336.5,4.96E-13
SymbC1.scaffold4336.7,1.07E-07
SymbC1.scaffold4336.8,4.15E-13
SymbC1.scaffold4336.9,1.80E-16
SymbC1.scaffold4337.1,3.98E-12
SymbC1.scaffold4338.2,5.68E-19
SymbC1.scaffold4338.3,1.04E-176
SymbC1.scaffold4339.1,6.10E-87
SymbC1.scaffold4339.2,8.27E-118
SymbC1.scaffold4339.3,1.19E-131
SymbC1.scaffold4339.4,7.99E-06
SymbC1.scaffold4339.6,2.80E-08
SymbC1.scaffold4339.7,3.31E-23
SymbC1.scaffold434.1,8.01E-45
SymbC1.scaffold434.2,1.97E-30
SymbC1.scaffold434.3,1.48E-12
SymbC1.scaffold434.4,4.92E-25
SymbC1.scaffold434.6,7.63E-27
SymbC1.scaffold434.7,2.28E-21
SymbC1.scaffold434.8,9.02E-26
SymbC1.scaffold4340.1,3.73E-121
SymbC1.scaffold4340.2,1.71E-64
SymbC1.scaffold4342.1,1.27E-10
SymbC1.scaffold4342.3,2.56E-69
SymbC1.scaffold4342.4,3.17E-10
SymbC1.scaffold4342.5,1.32E-09
SymbC1.scaffold4343.2,2.47E-19
SymbC1.scaffold4346.1,2.49E-43
SymbC1.scaffold4346.2,6.87E-29
SymbC1.scaffold4346.3,2.09E-20
SymbC1.scaffold4349.1,1.29E-26
SymbC1.scaffold4349.2,1.77E-06
SymbC1.scaffold4349.4,2.48E-17
SymbC1.scaffold435.1,6.66E-97
SymbC1.scaffold435.4,1.54E-09
SymbC1.scaffold4350.1,7.06E-97
SymbC1.scaffold4350.2,7.07E-11
SymbC1.scaffold4352.1,7.60E-78
SymbC1.scaffold4353.2,7.09E-141
SymbC1.scaffold4353.3,0
SymbC1.scaffold4353.4,6.52E-110
SymbC1.scaffold4353.5,1.95E-51
SymbC1.scaffold4354.2,2.79E-17
SymbC1.scaffold4354.4,3.08E-24
SymbC1.scaffold4355.1,1.31E-23
SymbC1.scaffold4356.1,0
SymbC1.scaffold4356.2,1.62E-28
SymbC1.scaffold4356.4,6.32E-92
SymbC1.scaffold4357.1,1.15E-11
SymbC1.scaffold4357.3,1.09E-09
SymbC1.scaffold4357.4,2.87E-06
SymbC1.scaffold436.10,5.30E-10
SymbC1.scaffold436.11,1.68E-44
SymbC1.scaffold436.12,9.27E-16
SymbC1.scaffold436.13,2.06E-13
SymbC1.scaffold436.14,2.98E-140
SymbC1.scaffold436.3,8.51E-26
SymbC1.scaffold436.4,1.20E-38
SymbC1.scaffold436.6,1.01E-10
SymbC1.scaffold436.7,7.18E-104
SymbC1.scaffold436.8,1.57E-132
SymbC1.scaffold4360.1,2.16E-83
SymbC1.scaffold4361.1,2.13E-17
SymbC1.scaffold4363.1,9.09E-69
SymbC1.scaffold4363.2,1.17E-24
SymbC1.scaffold4363.3,3.71E-72
SymbC1.scaffold4363.4,4.44E-76
SymbC1.scaffold4363.5,5.30E-14
SymbC1.scaffold4363.6,3.57E-31
SymbC1.scaffold4363.7,2.05E-13
SymbC1.scaffold4364.1,6.38E-37
SymbC1.scaffold4364.4,4.36E-133
SymbC1.scaffold4365.1,1.07E-91
SymbC1.scaffold4365.2,3.44E-55
SymbC1.scaffold4366.3,2.61E-09
SymbC1.scaffold4367.1,1.93E-104
SymbC1.scaffold4367.2,4.48E-39
SymbC1.scaffold4368.1,1.37E-132
SymbC1.scaffold437.11,1.34E-53
SymbC1.scaffold437.12,1.32E-17
SymbC1.scaffold437.2,1.24E-27
SymbC1.scaffold437.3,1.95E-106
SymbC1.scaffold437.5,1.86E-29
SymbC1.scaffold437.9,4.49E-91
SymbC1.scaffold4371.1,1.25E-41
SymbC1.scaffold4372.1,2.14E-59
SymbC1.scaffold4372.2,2.00E-38
SymbC1.scaffold4372.3,2.16E-10
SymbC1.scaffold4373.1,2.51E-28
SymbC1.scaffold4373.2,4.63E-88
SymbC1.scaffold4373.4,5.69E-09
SymbC1.scaffold4374.1,2.25E-37
SymbC1.scaffold4375.1,6.33E-59
SymbC1.scaffold4375.2,3.73E-130
SymbC1.scaffold4375.3,7.17E-10
SymbC1.scaffold4375.4,2.06E-73
SymbC1.scaffold4375.5,5.78E-07
SymbC1.scaffold4375.6,1.09E-12
SymbC1.scaffold4375.7,4.34E-108
SymbC1.scaffold4376.1,2.70E-08
SymbC1.scaffold4377.2,3.08E-21
SymbC1.scaffold4378.1,1.13E-31
SymbC1.scaffold4378.3,4.46E-83
SymbC1.scaffold4378.4,1.32E-106
SymbC1.scaffold4378.5,3.42E-19
SymbC1.scaffold4379.3,0
SymbC1.scaffold438.1,3.80E-11
SymbC1.scaffold438.2,1.12E-13
SymbC1.scaffold438.3,4.08E-50
SymbC1.scaffold438.4,5.40E-27
SymbC1.scaffold438.5,1.08E-44
SymbC1.scaffold4380.1,1.90E-50
SymbC1.scaffold4380.10,1.21E-07
SymbC1.scaffold4380.11,3.04E-35
SymbC1.scaffold4380.12,2.12E-67
SymbC1.scaffold4380.2,2.68E-09
SymbC1.scaffold4380.3,2.27E-31
SymbC1.scaffold4380.4,8.52E-19
SymbC1.scaffold4380.5,2.25E-103
SymbC1.scaffold4380.6,5.37E-47
SymbC1.scaffold4380.7,2.69E-24
SymbC1.scaffold4380.8,5.31E-20
SymbC1.scaffold4380.9,9.78E-73
SymbC1.scaffold4381.1,4.20E-46
SymbC1.scaffold4381.3,1.04E-19
SymbC1.scaffold4384.1,0
SymbC1.scaffold4384.2,3.12E-41
SymbC1.scaffold4386.1,5.24E-48
SymbC1.scaffold4386.3,2.96E-28
SymbC1.scaffold4387.1,6.92E-51
SymbC1.scaffold4387.2,7.17E-27
SymbC1.scaffold4388.1,2.52E-113
SymbC1.scaffold439.1,0
SymbC1.scaffold439.10,1.78E-141
SymbC1.scaffold439.11,5.97E-51
SymbC1.scaffold439.2,2.48E-25
SymbC1.scaffold439.4,1.35E-50
SymbC1.scaffold439.5,2.87E-105
SymbC1.scaffold439.6,1.35E-61
SymbC1.scaffold439.7,1.35E-07
SymbC1.scaffold439.8,1.86E-06
SymbC1.scaffold4390.2,5.60E-08
SymbC1.scaffold4391.1,2.56E-61
SymbC1.scaffold4391.2,2.18E-07
SymbC1.scaffold4392.2,3.44E-143
SymbC1.scaffold4392.3,2.25E-12
SymbC1.scaffold4392.4,4.19E-65
SymbC1.scaffold4393.1,6.38E-146
SymbC1.scaffold4393.2,1.07E-107
SymbC1.scaffold4393.3,4.00E-88
SymbC1.scaffold4393.4,5.18E-06
SymbC1.scaffold4393.5,2.82E-49
SymbC1.scaffold4394.4,4.00E-71
SymbC1.scaffold4397.1,9.84E-49
SymbC1.scaffold4397.2,6.42E-131
SymbC1.scaffold4397.3,1.44E-114
SymbC1.scaffold4398.4,2.58E-55
SymbC1.scaffold4399.2,4.35E-09
SymbC1.scaffold4399.3,0
SymbC1.scaffold4399.5,1.37E-50
SymbC1.scaffold44.1,0
SymbC1.scaffold44.11,9.52E-127
SymbC1.scaffold44.12,3.89E-34
SymbC1.scaffold44.13,6.75E-08
SymbC1.scaffold44.14,1.58E-19
SymbC1.scaffold44.15,1.02E-11
SymbC1.scaffold44.16,3.85E-39
SymbC1.scaffold44.17,8.26E-76
SymbC1.scaffold44.19,2.56E-23
SymbC1.scaffold44.2,8.19E-122
SymbC1.scaffold44.21,4.62E-06
SymbC1.scaffold44.3,2.98E-21
SymbC1.scaffold44.4,1.14E-109
SymbC1.scaffold44.5,3.01E-06
SymbC1.scaffold44.8,1.55E-22
SymbC1.scaffold44.9,6.41E-66
SymbC1.scaffold440.2,2.68E-41
SymbC1.scaffold440.3,3.52E-48
SymbC1.scaffold440.4,1.60E-153
SymbC1.scaffold440.6,1.93E-73
SymbC1.scaffold4400.1,3.96E-33
SymbC1.scaffold4400.3,0
SymbC1.scaffold4402.1,7.31E-06
SymbC1.scaffold4402.2,1.26E-06
SymbC1.scaffold4402.3,3.22E-75
SymbC1.scaffold4402.6,1.18E-116
SymbC1.scaffold4402.7,1.91E-102
SymbC1.scaffold4403.1,9.28E-24
SymbC1.scaffold4403.2,9.42E-18
SymbC1.scaffold4403.3,2.64E-21
SymbC1.scaffold4403.4,1.16E-09
SymbC1.scaffold4403.5,2.73E-30
SymbC1.scaffold4403.6,2.74E-30
SymbC1.scaffold4404.1,1.29E-06
SymbC1.scaffold4404.2,4.45E-43
SymbC1.scaffold4404.4,6.12E-48
SymbC1.scaffold4404.5,5.62E-104
SymbC1.scaffold4404.6,1.73E-15
SymbC1.scaffold4404.7,4.28E-150
SymbC1.scaffold4405.1,1.24E-20
SymbC1.scaffold4405.2,2.53E-61
SymbC1.scaffold4406.1,8.49E-17
SymbC1.scaffold4406.3,1.83E-12
SymbC1.scaffold4406.4,5.59E-06
SymbC1.scaffold4407.2,1.24E-08
SymbC1.scaffold4407.7,5.15E-24
SymbC1.scaffold4408.1,4.02E-58
SymbC1.scaffold4409.1,0
SymbC1.scaffold4409.2,1.33E-74
SymbC1.scaffold441.11,6.55E-37
SymbC1.scaffold441.12,1.10E-64
SymbC1.scaffold441.13,9.57E-34
SymbC1.scaffold441.3,1.16E-28
